user_id,user_name,department,competency_id,competency_name,domain,latest_score,gap_level,priority,last_assessed
102,Officer_102,NSSTA,20,Python Programming,Python & R for Statistics,81.7,minor,3,2026-07-20
102,Officer_102,NSSTA,17,Economic Census,Industrial & Economic Statistics,77.1,minor,3,2026-08-12
102,Officer_102,NSSTA,13,Price Statistics,National Accounts Statistics,98.0,proficient,4,2026-03-20
103,Officer_103,DPIIT,15,Labour Statistics,Agricultural Statistics,51.5,moderate,2,2026-08-04
103,Officer_103,DPIIT,10,GIS Analysis,GIS & Geospatial Analysis,89.5,proficient,4,2026-05-29
103,Officer_103,DPIIT,16,SDG Indicators,SDG & Metadata Standards,68.6,moderate,2,2026-05-11
104,Officer_104,NSSO,13,Industrial Statistics,Labour & Employment Statistics,44.2,critical,1,2026-07-04
104,Officer_104,NSSO,14,Sampling Techniques,Survey Design & Sampling,87.2,proficient,4,2026-08-06
104,Officer_104,NSSO,18,GIS Analysis,GIS & Geospatial Analysis,56.5,moderate,2,2026-06-28
104,Officer_104,NSSO,14,R Programming,Data Privacy & Cybersecurity,89.3,proficient,4,2026-06-07
105,Officer_105,DES UP,20,Cybersecurity,Data Privacy & Cybersecurity,62.4,moderate,2,2026-04-24
105,Officer_105,DES UP,19,Survey Methodology,Survey Design & Sampling,71.4,minor,3,2026-06-19
105,Officer_105,DES UP,13,Labour Statistics,Labour & Employment Statistics,81.4,minor,3,2026-03-21
105,Officer_105,DES UP,20,Index Numbers,Price & Index Statistics,93.4,proficient,4,2026-04-27
105,Officer_105,DES UP,13,Industrial Statistics,National Accounts Statistics,75.3,minor,3,2026-05-07
105,Officer_105,DES UP,13,Agricultural Statistics,Agricultural Statistics,87.6,proficient,4,2026-07-19
106,Officer_106,DES Tamil Nadu,20,R Programming,Data Privacy & Cybersecurity,49.1,critical,1,2026-02-04
106,Officer_106,DES Tamil Nadu,16,R Programming,Python & R for Statistics,55.7,moderate,2,2026-06-06
106,Officer_106,DES Tamil Nadu,13,R Programming,Survey Design & Sampling,92.4,proficient,4,2026-04-26
106,Officer_106,DES Tamil Nadu,13,Labour Statistics,Labour & Employment Statistics,55.2,moderate,2,2026-01-20
107,Officer_107,MoSPI,16,Metadata Standards,SDG & Metadata Standards,77.4,minor,3,2026-01-17
107,Officer_107,MoSPI,10,Labour Statistics,Industrial & Economic Statistics,97.5,proficient,4,2026-08-20
107,Officer_107,MoSPI,16,Industrial Statistics,National Accounts Statistics,93.2,proficient,4,2026-03-18
107,Officer_107,MoSPI,16,R Programming,Python & R for Statistics,74.4,minor,3,2026-02-26
107,Officer_107,MoSPI,12,GIS Analysis,GIS & Geospatial Analysis,60.1,moderate,2,2026-06-23
108,Officer_108,NSO,16,Industrial Statistics,Price & Index Statistics,56.3,moderate,2,2026-01-13
108,Officer_108,NSO,14,Data Privacy,Data Privacy & Cybersecurity,80.4,minor,3,2026-07-14
108,Officer_108,NSO,13,Sampling Techniques,Survey Design & Sampling,58.4,moderate,2,2026-09-01
108,Officer_108,NSO,13,Price Statistics,Agricultural Statistics,63.7,moderate,2,2026-07-13
108,Officer_108,NSO,13,Agricultural Statistics,Labour & Employment Statistics,63.6,moderate,2,2026-01-30
108,Officer_108,NSO,11,Data Privacy,SDG & Metadata Standards,75.1,minor,3,2026-06-05
109,Officer_109,State Statistical Bureau,13,Industrial Statistics,Labour & Employment Statistics,46.9,critical,1,2026-06-01
109,Officer_109,State Statistical Bureau,19,National Accounts,National Accounts Statistics,81.5,minor,3,2026-06-03
109,Officer_109,State Statistical Bureau,16,Survey Methodology,Survey Design & Sampling,75.6,minor,3,2026-03-29
109,Officer_109,State Statistical Bureau,12,Labour Statistics,Price & Index Statistics,66.1,moderate,2,2026-08-17
110,Officer_110,Ministry of Agriculture,14,Labour Statistics,Price & Index Statistics,63.2,moderate,2,2026-08-01
110,Officer_110,Ministry of Agriculture,16,Data Privacy,Data Privacy & Cybersecurity,66.2,moderate,2,2026-06-06
110,Officer_110,Ministry of Agriculture,19,Labour Statistics,Labour & Employment Statistics,83.4,minor,3,2026-03-29
110,Officer_110,Ministry of Agriculture,11,Industrial Statistics,Python & R for Statistics,69.5,moderate,2,2026-05-13
110,Officer_110,Ministry of Agriculture,17,GIS Analysis,GIS & Geospatial Analysis,53.6,moderate,2,2026-06-15
110,Officer_110,Ministry of Agriculture,14,Price Statistics,Agricultural Statistics,77.0,minor,3,2026-06-27
111,Officer_111,DES Maharashtra,15,R Programming,Python & R for Statistics,67.2,moderate,2,2026-01-31
111,Officer_111,DES Maharashtra,17,R Programming,Data Privacy & Cybersecurity,69.9,moderate,2,2026-02-19
111,Officer_111,DES Maharashtra,15,R Programming,SDG & Metadata Standards,39.4,critical,1,2026-03-17
111,Officer_111,DES Maharashtra,10,Agricultural Statistics,Agricultural Statistics,57.8,moderate,2,2026-02-02
111,Officer_111,DES Maharashtra,19,Price Statistics,Industrial & Economic Statistics,83.1,minor,3,2026-01-27
112,Officer_112,DES West Bengal,16,Price Statistics,Python & R for Statistics,66.1,moderate,2,2026-07-30
112,Officer_112,DES West Bengal,11,R Programming,Industrial & Economic Statistics,77.3,minor,3,2026-08-31
112,Officer_112,DES West Bengal,13,R Programming,Data Privacy & Cybersecurity,65.7,moderate,2,2026-06-02
112,Officer_112,DES West Bengal,19,R Programming,Price & Index Statistics,67.3,moderate,2,2026-03-20
112,Officer_112,DES West Bengal,20,National Accounts,National Accounts Statistics,85.3,proficient,4,2026-08-31
113,Officer_113,CSO,10,Agricultural Statistics,Labour & Employment Statistics,74.1,minor,3,2026-05-01
113,Officer_113,CSO,11,Price Statistics,National Accounts Statistics,71.2,minor,3,2026-08-09
113,Officer_113,CSO,16,Industrial Statistics,Price & Index Statistics,75.0,minor,3,2026-07-25
113,Officer_113,CSO,12,R Programming,Data Privacy & Cybersecurity,44.7,critical,1,2026-08-21
114,Officer_114,Planning Department,16,R Programming,Survey Design & Sampling,76.4,minor,3,2026-06-26
114,Officer_114,Planning Department,10,Agricultural Statistics,Price & Index Statistics,60.9,moderate,2,2026-01-21
114,Officer_114,Planning Department,19,R Programming,Labour & Employment Statistics,57.0,moderate,2,2026-08-03
115,Officer_115,DPIIT,16,R Programming,Labour & Employment Statistics,72.3,minor,3,2026-02-16
115,Officer_115,DPIIT,12,R Programming,Survey Design & Sampling,52.9,moderate,2,2026-06-21
115,Officer_115,DPIIT,18,Agricultural Statistics,Price & Index Statistics,69.3,moderate,2,2026-06-19
116,Officer_116,DPIIT,17,Labour Statistics,Python & R for Statistics,74.8,minor,3,2026-06-18
116,Officer_116,DPIIT,20,Labour Statistics,National Accounts Statistics,59.2,moderate,2,2026-06-09
116,Officer_116,DPIIT,11,Data Privacy,SDG & Metadata Standards,49.3,critical,1,2026-04-23
117,Officer_117,MoSPI,11,Labour Statistics,Industrial & Economic Statistics,73.3,minor,3,2026-01-24
117,Officer_117,MoSPI,16,R Programming,Agricultural Statistics,74.0,minor,3,2026-05-11
117,Officer_117,MoSPI,16,Labour Statistics,Price & Index Statistics,54.7,moderate,2,2026-05-22
118,Officer_118,DES Maharashtra,14,Price Statistics,Industrial & Economic Statistics,59.7,moderate,2,2026-07-30
118,Officer_118,DES Maharashtra,12,Cybersecurity,Data Privacy & Cybersecurity,88.8,proficient,4,2026-06-18
118,Officer_118,DES Maharashtra,13,Labour Statistics,Price & Index Statistics,50.9,moderate,2,2026-04-27
118,Officer_118,DES Maharashtra,17,GIS Analysis,GIS & Geospatial Analysis,78.7,minor,3,2026-01-12
119,Officer_119,State Statistical Bureau,16,GIS Analysis,GIS & Geospatial Analysis,85.4,proficient,4,2026-07-04
119,Officer_119,State Statistical Bureau,15,Industrial Statistics,Price & Index Statistics,79.5,minor,3,2026-07-20
119,Officer_119,State Statistical Bureau,16,R Programming,Python & R for Statistics,73.4,minor,3,2026-08-08
119,Officer_119,State Statistical Bureau,11,Sampling Techniques,Survey Design & Sampling,69.2,moderate,2,2026-01-10
119,Officer_119,State Statistical Bureau,20,Price Statistics,National Accounts Statistics,83.9,minor,3,2026-09-08
119,Officer_119,State Statistical Bureau,10,Price Statistics,Labour & Employment Statistics,73.7,minor,3,2026-08-20
120,Officer_120,DES Maharashtra,19,Survey Methodology,Survey Design & Sampling,62.5,moderate,2,2026-02-14
120,Officer_120,DES Maharashtra,12,R Programming,Labour & Employment Statistics,65.4,moderate,2,2026-08-22
120,Officer_120,DES Maharashtra,20,Metadata Standards,SDG & Metadata Standards,56.8,moderate,2,2026-08-19
120,Officer_120,DES Maharashtra,20,R Programming,Price & Index Statistics,86.5,proficient,4,2026-05-31
120,Officer_120,DES Maharashtra,11,R Programming,Agricultural Statistics,78.5,minor,3,2026-08-07
121,Officer_121,DES West Bengal,19,GIS Analysis,GIS & Geospatial Analysis,54.9,moderate,2,2026-03-12
121,Officer_121,DES West Bengal,19,SDG Indicators,SDG & Metadata Standards,17.5,critical,1,2026-07-18
121,Officer_121,DES West Bengal,20,Labour Statistics,Labour & Employment Statistics,62.0,moderate,2,2026-03-06
121,Officer_121,DES West Bengal,10,Cybersecurity,Data Privacy & Cybersecurity,57.3,moderate,2,2026-03-21
122,Officer_122,Finance Department,18,Labour Statistics,Price & Index Statistics,83.2,minor,3,2026-08-13
122,Officer_122,Finance Department,15,Industrial Statistics,National Accounts Statistics,54.5,moderate,2,2026-09-05
122,Officer_122,Finance Department,20,Price Statistics,Labour & Employment Statistics,87.9,proficient,4,2026-07-13
122,Officer_122,Finance Department,10,Economic Census,Industrial & Economic Statistics,86.7,proficient,4,2026-01-24
122,Officer_122,Finance Department,14,R Programming,SDG & Metadata Standards,61.1,moderate,2,2026-06-22
123,Officer_123,NSO,20,R Programming,SDG & Metadata Standards,54.8,moderate,2,2026-08-21
123,Officer_123,NSO,11,Labour Statistics,National Accounts Statistics,61.4,moderate,2,2026-03-19
123,Officer_123,NSO,16,Price Statistics,Agricultural Statistics,83.7,minor,3,2026-09-01
123,Officer_123,NSO,17,R Programming,Python & R for Statistics,74.9,minor,3,2026-06-17
123,Officer_123,NSO,15,R Programming,Survey Design & Sampling,86.3,proficient,4,2026-04-24
123,Officer_123,NSO,15,Price Statistics,Labour & Employment Statistics,67.4,moderate,2,2026-08-19
124,Officer_124,DES Maharashtra,10,GIS Analysis,GIS & Geospatial Analysis,68.9,moderate,2,2026-06-02
124,Officer_124,DES Maharashtra,18,Labour Statistics,Labour & Employment Statistics,76.5,minor,3,2026-02-22
124,Officer_124,DES Maharashtra,12,Agricultural Statistics,Agricultural Statistics,58.8,moderate,2,2026-01-01
125,Officer_125,MoSPI,19,Cybersecurity,Data Privacy & Cybersecurity,66.0,moderate,2,2026-04-02
125,Officer_125,MoSPI,17,Labour Statistics,Labour & Employment Statistics,96.7,proficient,4,2026-01-30
125,Officer_125,MoSPI,18,Labour Statistics,Price & Index Statistics,66.4,moderate,2,2026-01-28
125,Officer_125,MoSPI,17,Survey Methodology,Survey Design & Sampling,64.3,moderate,2,2026-05-14
126,Officer_126,Planning Department,15,Sampling Techniques,Survey Design & Sampling,49.0,critical,1,2026-01-19
126,Officer_126,Planning Department,16,R Programming,Python & R for Statistics,74.3,minor,3,2026-07-02
126,Officer_126,Planning Department,20,GIS Analysis,GIS & Geospatial Analysis,93.8,proficient,4,2026-01-26
127,Officer_127,DES Maharashtra,14,GIS Analysis,GIS & Geospatial Analysis,47.9,critical,1,2026-03-22
127,Officer_127,DES Maharashtra,11,Labour Statistics,Python & R for Statistics,55.2,moderate,2,2026-01-18
127,Officer_127,DES Maharashtra,18,Price Statistics,Agricultural Statistics,61.0,moderate,2,2026-01-16
127,Officer_127,DES Maharashtra,16,Cybersecurity,Data Privacy & Cybersecurity,40.6,critical,1,2026-04-01
128,Officer_128,DES Tamil Nadu,15,Price Statistics,Labour & Employment Statistics,72.3,minor,3,2026-03-31
128,Officer_128,DES Tamil Nadu,18,Price Statistics,Industrial & Economic Statistics,75.9,minor,3,2026-07-26
128,Officer_128,DES Tamil Nadu,15,SDG Indicators,SDG & Metadata Standards,69.0,moderate,2,2026-03-11
129,Officer_129,CSO,11,Sampling Techniques,Survey Design & Sampling,71.2,minor,3,2026-09-06
129,Officer_129,CSO,19,Industrial Statistics,Price & Index Statistics,61.9,moderate,2,2026-03-21
129,Officer_129,CSO,10,Cybersecurity,Data Privacy & Cybersecurity,84.8,minor,3,2026-02-10
129,Officer_129,CSO,18,Price Statistics,Labour & Employment Statistics,56.9,moderate,2,2026-03-11
129,Officer_129,CSO,19,SDG Indicators,SDG & Metadata Standards,79.0,minor,3,2026-06-23
130,Officer_130,DES UP,11,R Programming,Data Privacy & Cybersecurity,98.0,proficient,4,2026-03-16
130,Officer_130,DES UP,18,Price Statistics,Labour & Employment Statistics,70.1,minor,3,2026-02-03
130,Officer_130,DES UP,16,R Programming,Survey Design & Sampling,95.9,proficient,4,2026-04-12
130,Officer_130,DES UP,19,National Accounts,National Accounts Statistics,66.2,moderate,2,2026-05-28
130,Officer_130,DES UP,17,R Programming,Agricultural Statistics,64.0,moderate,2,2026-02-13
130,Officer_130,DES UP,13,Economic Census,Industrial & Economic Statistics,78.9,minor,3,2026-08-05
131,Officer_131,DES Maharashtra,15,Agricultural Statistics,Industrial & Economic Statistics,85.1,proficient,4,2026-05-11
131,Officer_131,DES Maharashtra,12,GIS Analysis,GIS & Geospatial Analysis,67.8,moderate,2,2026-03-02
131,Officer_131,DES Maharashtra,17,Agricultural Statistics,National Accounts Statistics,89.6,proficient,4,2026-02-15
131,Officer_131,DES Maharashtra,20,R Programming,Agricultural Statistics,76.6,minor,3,2026-06-24
131,Officer_131,DES Maharashtra,17,Industrial Statistics,Price & Index Statistics,71.1,minor,3,2026-04-23
131,Officer_131,DES Maharashtra,18,Data Privacy,SDG & Metadata Standards,47.3,critical,1,2026-01-15
132,Officer_132,Finance Department,18,Price Statistics,Labour & Employment Statistics,98.0,proficient,4,2026-06-07
132,Officer_132,Finance Department,20,Python Programming,Python & R for Statistics,90.1,proficient,4,2026-04-26
132,Officer_132,Finance Department,11,R Programming,Data Privacy & Cybersecurity,48.8,critical,1,2026-01-27
133,Officer_133,NSSO,16,R Programming,Survey Design & Sampling,64.7,moderate,2,2026-04-06
133,Officer_133,NSSO,15,R Programming,Agricultural Statistics,47.7,critical,1,2026-03-27
133,Officer_133,NSSO,19,Price Statistics,Python & R for Statistics,52.8,moderate,2,2026-03-06
133,Officer_133,NSSO,20,R Programming,Data Privacy & Cybersecurity,61.2,moderate,2,2026-09-05
134,Officer_134,MoSPI,11,Index Numbers,Price & Index Statistics,51.1,moderate,2,2026-08-22
134,Officer_134,MoSPI,13,Labour Statistics,National Accounts Statistics,69.1,moderate,2,2026-03-29
134,Officer_134,MoSPI,18,Agricultural Statistics,Labour & Employment Statistics,69.8,moderate,2,2026-03-17
134,Officer_134,MoSPI,16,R Programming,Python & R for Statistics,74.6,minor,3,2026-02-03
134,Officer_134,MoSPI,17,Agricultural Statistics,Agricultural Statistics,84.6,minor,3,2026-07-27
134,Officer_134,MoSPI,13,Price Statistics,Industrial & Economic Statistics,68.0,moderate,2,2026-03-14
135,Officer_135,Ministry of Labour,18,Industrial Statistics,Labour & Employment Statistics,33.9,critical,1,2026-07-19
135,Officer_135,Ministry of Labour,10,R Programming,Python & R for Statistics,83.8,minor,3,2026-08-12
135,Officer_135,Ministry of Labour,11,R Programming,Agricultural Statistics,45.3,critical,1,2026-07-02
135,Officer_135,Ministry of Labour,11,Agricultural Statistics,Price & Index Statistics,79.3,minor,3,2026-08-01
136,Officer_136,NSSO,15,Price Statistics,Python & R for Statistics,81.3,minor,3,2026-04-09
136,Officer_136,NSSO,14,Metadata Standards,SDG & Metadata Standards,64.7,moderate,2,2026-02-05
136,Officer_136,NSSO,10,Sampling Techniques,Survey Design & Sampling,40.8,critical,1,2026-04-25
136,Officer_136,NSSO,11,Price Statistics,Agricultural Statistics,63.2,moderate,2,2026-05-16
137,Officer_137,Finance Department,17,R Programming,Agricultural Statistics,58.0,moderate,2,2026-01-17
137,Officer_137,Finance Department,10,Industrial Statistics,Labour & Employment Statistics,62.1,moderate,2,2026-03-16
137,Officer_137,Finance Department,20,Industrial Statistics,National Accounts Statistics,70.1,minor,3,2026-02-17
137,Officer_137,Finance Department,18,Survey Methodology,Survey Design & Sampling,84.4,minor,3,2026-07-21
137,Officer_137,Finance Department,15,Price Statistics,Python & R for Statistics,77.0,minor,3,2026-06-12
138,Officer_138,Planning Department,15,R Programming,Survey Design & Sampling,70.1,minor,3,2026-02-04
138,Officer_138,Planning Department,20,R Programming,SDG & Metadata Standards,30.1,critical,1,2026-04-29
138,Officer_138,Planning Department,10,Price Statistics,National Accounts Statistics,51.4,moderate,2,2026-03-17
138,Officer_138,Planning Department,18,Index Numbers,Price & Index Statistics,21.4,critical,1,2026-05-12
138,Officer_138,Planning Department,15,Python Programming,Python & R for Statistics,71.6,minor,3,2026-08-10
139,Officer_139,MoSPI,17,Labour Statistics,National Accounts Statistics,74.5,minor,3,2026-09-07
139,Officer_139,MoSPI,19,Data Privacy,SDG & Metadata Standards,73.5,minor,3,2026-01-21
139,Officer_139,MoSPI,20,GIS Analysis,GIS & Geospatial Analysis,69.0,moderate,2,2026-01-21
139,Officer_139,MoSPI,10,Labour Statistics,Agricultural Statistics,72.5,minor,3,2026-03-31
139,Officer_139,MoSPI,20,Cybersecurity,Data Privacy & Cybersecurity,56.9,moderate,2,2026-04-22
140,Officer_140,DES UP,10,Industrial Statistics,National Accounts Statistics,65.6,moderate,2,2026-06-23
140,Officer_140,DES UP,19,GIS Analysis,GIS & Geospatial Analysis,84.5,minor,3,2026-04-03
140,Officer_140,DES UP,19,SDG Indicators,SDG & Metadata Standards,53.0,moderate,2,2026-07-15
141,Officer_141,Ministry of Labour,17,Cybersecurity,Data Privacy & Cybersecurity,74.6,minor,3,2026-07-08
141,Officer_141,Ministry of Labour,14,Data Privacy,SDG & Metadata Standards,60.3,moderate,2,2026-02-24
141,Officer_141,Ministry of Labour,17,GIS Analysis,GIS & Geospatial Analysis,80.3,minor,3,2026-04-26
141,Officer_141,Ministry of Labour,14,Price Statistics,Price & Index Statistics,51.7,moderate,2,2026-05-19
142,Officer_142,DPIIT,18,Index Numbers,Price & Index Statistics,38.1,critical,1,2026-01-07
142,Officer_142,DPIIT,17,R Programming,SDG & Metadata Standards,81.6,minor,3,2026-03-21
142,Officer_142,DPIIT,15,Industrial Statistics,Agricultural Statistics,82.6,minor,3,2026-01-19
142,Officer_142,DPIIT,12,R Programming,Survey Design & Sampling,75.8,minor,3,2026-06-13
143,Officer_143,DES Tamil Nadu,13,GIS Analysis,GIS & Geospatial Analysis,63.0,moderate,2,2026-02-11
143,Officer_143,DES Tamil Nadu,18,Data Privacy,Data Privacy & Cybersecurity,81.3,minor,3,2026-02-20
143,Officer_143,DES Tamil Nadu,18,Sampling Techniques,Survey Design & Sampling,66.8,moderate,2,2026-05-17
143,Officer_143,DES Tamil Nadu,10,Economic Census,Industrial & Economic Statistics,91.0,proficient,4,2026-03-28
144,Officer_144,CSO,17,Price Statistics,National Accounts Statistics,70.5,minor,3,2026-06-13
144,Officer_144,CSO,17,R Programming,Survey Design & Sampling,79.3,minor,3,2026-04-14
144,Officer_144,CSO,17,Price Statistics,Labour & Employment Statistics,62.3,moderate,2,2026-04-17
145,Officer_145,CSO,11,R Programming,SDG & Metadata Standards,67.3,moderate,2,2026-05-12
145,Officer_145,CSO,12,Agricultural Statistics,Price & Index Statistics,70.0,minor,3,2026-04-26
145,Officer_145,CSO,19,Price Statistics,Industrial & Economic Statistics,87.2,proficient,4,2026-07-28
145,Officer_145,CSO,17,GIS Analysis,GIS & Geospatial Analysis,61.6,moderate,2,2026-05-12
146,Officer_146,Finance Department,20,Python Programming,Python & R for Statistics,65.7,moderate,2,2026-05-07
146,Officer_146,Finance Department,16,R Programming,Survey Design & Sampling,85.1,proficient,4,2026-08-05
146,Officer_146,Finance Department,19,Price Statistics,National Accounts Statistics,68.9,moderate,2,2026-04-13
146,Officer_146,Finance Department,18,Industrial Statistics,Agricultural Statistics,88.1,proficient,4,2026-01-19
146,Officer_146,Finance Department,11,R Programming,Labour & Employment Statistics,76.6,minor,3,2026-01-31
147,Officer_147,NSSTA,17,Data Privacy,SDG & Metadata Standards,62.1,moderate,2,2026-02-05
147,Officer_147,NSSTA,16,Industrial Statistics,Industrial & Economic Statistics,82.2,minor,3,2026-03-23
147,Officer_147,NSSTA,18,Cybersecurity,Data Privacy & Cybersecurity,62.9,moderate,2,2026-03-28
147,Officer_147,NSSTA,16,GIS Analysis,GIS & Geospatial Analysis,64.8,moderate,2,2026-06-22
147,Officer_147,NSSTA,19,Industrial Statistics,National Accounts Statistics,85.3,proficient,4,2026-06-11
147,Officer_147,NSSTA,19,Python Programming,Python & R for Statistics,81.3,minor,3,2026-02-28
148,Officer_148,Ministry of Agriculture,17,Price Statistics,Price & Index Statistics,40.7,critical,1,2026-02-18
148,Officer_148,Ministry of Agriculture,10,Data Privacy,Data Privacy & Cybersecurity,66.5,moderate,2,2026-08-24
148,Officer_148,Ministry of Agriculture,18,GIS Analysis,GIS & Geospatial Analysis,49.5,critical,1,2026-06-19
148,Officer_148,Ministry of Agriculture,20,Labour Statistics,National Accounts Statistics,56.7,moderate,2,2026-04-01
148,Officer_148,Ministry of Agriculture,14,R Programming,SDG & Metadata Standards,64.7,moderate,2,2026-03-13
148,Officer_148,Ministry of Agriculture,15,Agricultural Statistics,Python & R for Statistics,63.5,moderate,2,2026-06-30
149,Officer_149,DES Tamil Nadu,14,Data Privacy,SDG & Metadata Standards,44.4,critical,1,2026-09-02
149,Officer_149,DES Tamil Nadu,13,R Programming,Data Privacy & Cybersecurity,97.0,proficient,4,2026-03-07
149,Officer_149,DES Tamil Nadu,12,Agricultural Statistics,Labour & Employment Statistics,76.0,minor,3,2026-06-28
149,Officer_149,DES Tamil Nadu,13,Price Statistics,Price & Index Statistics,63.3,moderate,2,2026-02-27
149,Officer_149,DES Tamil Nadu,12,Survey Methodology,Survey Design & Sampling,76.9,minor,3,2026-01-26
149,Officer_149,DES Tamil Nadu,13,Price Statistics,Python & R for Statistics,39.6,critical,1,2026-05-03
150,Officer_150,DES Maharashtra,16,Metadata Standards,SDG & Metadata Standards,85.0,proficient,4,2026-08-22
150,Officer_150,DES Maharashtra,10,Agricultural Statistics,Labour & Employment Statistics,71.6,minor,3,2026-02-17
150,Officer_150,DES Maharashtra,14,Survey Methodology,Survey Design & Sampling,77.3,minor,3,2026-08-26
150,Officer_150,DES Maharashtra,17,GIS Analysis,GIS & Geospatial Analysis,34.6,critical,1,2026-08-06
150,Officer_150,DES Maharashtra,20,Labour Statistics,Python & R for Statistics,73.7,minor,3,2026-02-11
151,Officer_151,Ministry of Agriculture,18,R Programming,Price & Index Statistics,92.7,proficient,4,2026-07-31
151,Officer_151,Ministry of Agriculture,17,Sampling Techniques,Survey Design & Sampling,98.0,proficient,4,2026-02-17
151,Officer_151,Ministry of Agriculture,14,R Programming,SDG & Metadata Standards,71.4,minor,3,2026-09-02
151,Officer_151,Ministry of Agriculture,20,GIS Analysis,GIS & Geospatial Analysis,90.8,proficient,4,2026-03-02
151,Officer_151,Ministry of Agriculture,11,Price Statistics,Industrial & Economic Statistics,70.3,minor,3,2026-07-17
152,Officer_152,Ministry of Agriculture,17,Metadata Standards,SDG & Metadata Standards,84.9,minor,3,2026-04-17
152,Officer_152,Ministry of Agriculture,18,Industrial Statistics,Agricultural Statistics,68.3,moderate,2,2026-08-12
152,Officer_152,Ministry of Agriculture,11,Data Privacy,Data Privacy & Cybersecurity,48.9,critical,1,2026-08-23
152,Officer_152,Ministry of Agriculture,17,National Accounts,National Accounts Statistics,79.4,minor,3,2026-03-25
152,Officer_152,Ministry of Agriculture,18,Price Statistics,Python & R for Statistics,81.2,minor,3,2026-05-06
153,Officer_153,DES UP,10,R Programming,Survey Design & Sampling,59.2,moderate,2,2026-04-12
153,Officer_153,DES UP,11,Industrial Statistics,Python & R for Statistics,54.9,moderate,2,2026-04-19
153,Officer_153,DES UP,12,R Programming,Price & Index Statistics,59.5,moderate,2,2026-04-15
153,Officer_153,DES UP,16,R Programming,Labour & Employment Statistics,62.8,moderate,2,2026-08-11
153,Officer_153,DES UP,18,Price Statistics,Agricultural Statistics,60.5,moderate,2,2026-01-31
153,Officer_153,DES UP,10,Data Privacy,SDG & Metadata Standards,51.5,moderate,2,2026-08-02
154,Officer_154,DES Tamil Nadu,16,Agricultural Statistics,Python & R for Statistics,73.9,minor,3,2026-01-09
154,Officer_154,DES Tamil Nadu,11,Cybersecurity,Data Privacy & Cybersecurity,65.9,moderate,2,2026-02-22
154,Officer_154,DES Tamil Nadu,13,GIS Analysis,GIS & Geospatial Analysis,68.4,moderate,2,2026-04-13
154,Officer_154,DES Tamil Nadu,13,Industrial Statistics,Labour & Employment Statistics,65.9,moderate,2,2026-05-09
154,Officer_154,DES Tamil Nadu,20,Industrial Statistics,Agricultural Statistics,72.6,minor,3,2026-03-19
155,Officer_155,Planning Department,15,GIS Analysis,GIS & Geospatial Analysis,33.6,critical,1,2026-05-07
155,Officer_155,Planning Department,18,R Programming,Labour & Employment Statistics,51.4,moderate,2,2026-04-07
155,Officer_155,Planning Department,17,Data Privacy,Data Privacy & Cybersecurity,51.9,moderate,2,2026-08-08
155,Officer_155,Planning Department,15,Survey Methodology,Survey Design & Sampling,49.5,critical,1,2026-03-07
156,Officer_156,DES UP,20,R Programming,Python & R for Statistics,61.7,moderate,2,2026-03-10
156,Officer_156,DES UP,17,SDG Indicators,SDG & Metadata Standards,59.4,moderate,2,2026-05-24
156,Officer_156,DES UP,13,Price Statistics,National Accounts Statistics,47.0,critical,1,2026-09-02
157,Officer_157,DES Tamil Nadu,18,Industrial Statistics,National Accounts Statistics,66.6,moderate,2,2026-04-08
157,Officer_157,DES Tamil Nadu,17,Industrial Statistics,Python & R for Statistics,53.8,moderate,2,2026-05-12
157,Officer_157,DES Tamil Nadu,16,Price Statistics,Agricultural Statistics,21.0,critical,1,2026-04-05
157,Officer_157,DES Tamil Nadu,18,SDG Indicators,SDG & Metadata Standards,57.9,moderate,2,2026-01-05
158,Officer_158,MoSPI,20,Industrial Statistics,Labour & Employment Statistics,37.2,critical,1,2026-03-07
158,Officer_158,MoSPI,18,Industrial Statistics,Price & Index Statistics,65.5,moderate,2,2026-02-13
158,Officer_158,MoSPI,20,R Programming,Agricultural Statistics,98.0,proficient,4,2026-01-09
158,Officer_158,MoSPI,13,R Programming,Data Privacy & Cybersecurity,62.7,moderate,2,2026-08-04
158,Officer_158,MoSPI,20,National Accounts,National Accounts Statistics,75.1,minor,3,2026-06-08
158,Officer_158,MoSPI,18,R Programming,Python & R for Statistics,77.5,minor,3,2026-01-05
159,Officer_159,Ministry of Labour,18,R Programming,Survey Design & Sampling,31.7,critical,1,2026-01-28
159,Officer_159,Ministry of Labour,14,Agricultural Statistics,Industrial & Economic Statistics,79.5,minor,3,2026-03-06
159,Officer_159,Ministry of Labour,20,R Programming,Labour & Employment Statistics,58.8,moderate,2,2026-02-27
159,Officer_159,Ministry of Labour,16,Price Statistics,Python & R for Statistics,61.8,moderate,2,2026-01-24
159,Officer_159,Ministry of Labour,20,Labour Statistics,Price & Index Statistics,47.3,critical,1,2026-05-08
159,Officer_159,Ministry of Labour,13,Data Privacy,Data Privacy & Cybersecurity,45.3,critical,1,2026-08-24
160,Officer_160,Ministry of Agriculture,10,Price Statistics,Industrial & Economic Statistics,94.5,proficient,4,2026-02-15
160,Officer_160,Ministry of Agriculture,14,Agricultural Statistics,Python & R for Statistics,72.9,minor,3,2026-08-26
160,Officer_160,Ministry of Agriculture,12,Agricultural Statistics,Labour & Employment Statistics,88.0,proficient,4,2026-03-26
