assessment_id,user_id,user_name,department,competency_id,competency_name,domain,score,total_questions,correct_answers,difficulty_level,gap_level,time_taken_sec,assessment_date
463,84,Deepak Kumar,NSSTA,17,Data Privacy & PDPB,Digital Governance,61.5,7,6,advanced,moderate,565,2026-07-12
464,84,Deepak Kumar,NSSTA,22,Change Management,Behavioural,30.1,6,2,advanced,critical,715,2026-03-10
465,85,Nisha Chaudhary,MOSPI Field Operations,22,Change Management,Behavioural,26.1,10,1,intermediate,critical,1103,2026-04-05
466,85,Nisha Chaudhary,MOSPI Field Operations,5,National Accounts,Statistics,44.0,9,4,advanced,critical,974,2026-03-13
467,85,Nisha Chaudhary,MOSPI Field Operations,21,Communication Skills,Behavioural,50.3,7,4,beginner,moderate,1190,2026-08-05
468,85,Nisha Chaudhary,MOSPI Field Operations,6,Price Statistics,Statistics,16.3,5,1,beginner,critical,228,2026-03-14
469,85,Nisha Chaudhary,MOSPI Field Operations,17,Data Privacy & PDPB,Digital Governance,64.1,6,4,advanced,moderate,633,2026-07-26
470,86,Usha Gupta,Ministry of Statistics & PI,10,R Programming,Technical,79.1,5,5,intermediate,minor,329,2026-03-28
471,86,Usha Gupta,Ministry of Statistics & PI,7,Labour Statistics,Statistics,94.1,6,9,advanced,proficient,916,2026-07-03
472,86,Usha Gupta,Ministry of Statistics & PI,18,Digital Signatures,Digital Governance,52.4,9,5,intermediate,moderate,216,2026-05-27
473,87,Deepak Singh,CSO,14,Machine Learning Basics,Technical,91.9,8,5,advanced,proficient,873,2026-04-04
474,87,Deepak Singh,CSO,11,SQL & Databases,Technical,100.0,9,10,advanced,proficient,522,2026-07-14
475,87,Deepak Singh,CSO,18,Digital Signatures,Digital Governance,78.3,10,3,beginner,minor,475,2026-04-23
476,87,Deepak Singh,CSO,2,Survey Design,Statistics,92.2,5,7,beginner,proficient,997,2026-06-22
477,87,Deepak Singh,CSO,1,Statistical Methods,Statistics,72.5,9,5,beginner,minor,796,2026-05-05
478,87,Deepak Singh,CSO,9,Python Programming,Technical,78.1,10,4,beginner,minor,434,2026-06-11
479,88,Amit Agarwal,DGET,2,Survey Design,Statistics,48.7,6,2,advanced,critical,259,2026-04-25
480,88,Amit Agarwal,DGET,21,Communication Skills,Behavioural,30.0,6,2,advanced,critical,946,2026-08-09
481,88,Amit Agarwal,DGET,20,Project Management,Behavioural,23.6,10,1,intermediate,critical,858,2026-06-18
482,88,Amit Agarwal,DGET,10,R Programming,Technical,75.7,6,6,advanced,minor,1092,2026-04-11
483,88,Amit Agarwal,DGET,16,Cybersecurity,Digital Governance,68.1,5,3,advanced,moderate,828,2026-05-10
484,88,Amit Agarwal,DGET,12,GIS & Mapping,Technical,10.0,6,1,advanced,critical,619,2026-08-22
485,88,Amit Agarwal,DGET,3,Sampling Techniques,Statistics,38.9,5,3,intermediate,critical,699,2026-08-26
486,89,Dinesh Mehta,DGET,12,GIS & Mapping,Technical,63.4,10,3,intermediate,moderate,1172,2026-08-11
487,89,Dinesh Mehta,DGET,17,Data Privacy & PDPB,Digital Governance,88.1,9,7,beginner,proficient,254,2026-07-10
488,89,Dinesh Mehta,DGET,21,Communication Skills,Behavioural,74.3,10,7,beginner,minor,988,2026-08-06
489,89,Dinesh Mehta,DGET,15,Cloud Computing,Technical,87.1,10,6,advanced,proficient,267,2026-03-10
490,89,Dinesh Mehta,DGET,16,Cybersecurity,Digital Governance,100.0,6,5,intermediate,proficient,799,2026-08-23
491,89,Dinesh Mehta,DGET,2,Survey Design,Statistics,82.9,7,7,beginner,minor,586,2026-06-27
492,89,Dinesh Mehta,DGET,10,R Programming,Technical,80.9,8,6,intermediate,minor,948,2026-05-14
493,90,Asha Verma,MOSPI Field Operations,1,Statistical Methods,Statistics,100.0,5,10,advanced,proficient,213,2026-03-06
494,90,Asha Verma,MOSPI Field Operations,13,Data Visualization,Technical,86.1,5,6,advanced,proficient,337,2026-06-19
495,90,Asha Verma,MOSPI Field Operations,22,Change Management,Behavioural,88.5,5,6,intermediate,proficient,901,2026-05-23
496,90,Asha Verma,MOSPI Field Operations,4,Data Analysis,Statistics,70.2,10,3,intermediate,minor,440,2026-04-18
497,90,Asha Verma,MOSPI Field Operations,18,Digital Signatures,Digital Governance,90.6,9,6,advanced,proficient,415,2026-06-17
498,91,Asha Pillai,CRS,21,Communication Skills,Behavioural,100.0,5,9,advanced,proficient,927,2026-04-17
499,91,Asha Pillai,CRS,12,GIS & Mapping,Technical,77.7,6,7,advanced,minor,824,2026-07-09
500,91,Asha Pillai,CRS,1,Statistical Methods,Statistics,82.8,8,8,advanced,minor,411,2026-07-22
501,91,Asha Pillai,CRS,18,Digital Signatures,Digital Governance,95.0,7,5,beginner,proficient,491,2026-03-14
502,91,Asha Pillai,CRS,19,Leadership,Behavioural,100.0,9,5,advanced,proficient,1064,2026-03-20
503,91,Asha Pillai,CRS,5,National Accounts,Statistics,70.8,5,4,beginner,minor,524,2026-04-06
504,91,Asha Pillai,CRS,4,Data Analysis,Statistics,80.4,8,5,intermediate,minor,382,2026-03-14
505,91,Asha Pillai,CRS,20,Project Management,Behavioural,80.4,9,4,beginner,minor,770,2026-04-30
506,92,Harish Yadav,Ministry of Agriculture,11,SQL & Databases,Technical,72.8,7,5,beginner,minor,129,2026-06-13
507,92,Harish Yadav,Ministry of Agriculture,20,Project Management,Behavioural,79.9,10,7,intermediate,minor,686,2026-06-01
508,92,Harish Yadav,Ministry of Agriculture,10,R Programming,Technical,92.3,6,9,advanced,proficient,799,2026-05-02
509,92,Harish Yadav,Ministry of Agriculture,19,Leadership,Behavioural,63.1,7,5,advanced,moderate,342,2026-07-19
510,92,Harish Yadav,Ministry of Agriculture,5,National Accounts,Statistics,83.5,10,7,beginner,minor,694,2026-07-28
511,92,Harish Yadav,Ministry of Agriculture,12,GIS & Mapping,Technical,88.8,10,8,beginner,proficient,274,2026-08-28
512,93,Priya Mehta,NSSTA,21,Communication Skills,Behavioural,45.1,9,3,advanced,critical,1086,2026-03-18
513,93,Priya Mehta,NSSTA,1,Statistical Methods,Statistics,55.3,6,4,advanced,moderate,715,2026-07-29
514,93,Priya Mehta,NSSTA,19,Leadership,Behavioural,35.6,8,3,advanced,critical,305,2026-05-23
515,93,Priya Mehta,NSSTA,20,Project Management,Behavioural,50.9,6,4,advanced,moderate,459,2026-04-23
516,93,Priya Mehta,NSSTA,13,Data Visualization,Technical,54.6,6,4,beginner,moderate,486,2026-04-10
517,93,Priya Mehta,NSSTA,7,Labour Statistics,Statistics,77.7,6,7,advanced,minor,1110,2026-06-02
518,93,Priya Mehta,NSSTA,2,Survey Design,Statistics,44.2,5,2,intermediate,critical,594,2026-08-16
519,94,Savita Joshi,MOSPI Field Operations,12,GIS & Mapping,Technical,10.1,8,0,intermediate,critical,215,2026-08-22
520,94,Savita Joshi,MOSPI Field Operations,8,SDG Indicators,Statistics,38.2,10,2,beginner,critical,1187,2026-03-23
521,94,Savita Joshi,MOSPI Field Operations,2,Survey Design,Statistics,58.2,7,5,advanced,moderate,476,2026-05-28
522,94,Savita Joshi,MOSPI Field Operations,22,Change Management,Behavioural,11.8,10,0,intermediate,critical,279,2026-04-22
523,94,Savita Joshi,MOSPI Field Operations,7,Labour Statistics,Statistics,41.3,6,3,intermediate,critical,842,2026-06-05
524,95,Rekha Srivastava,NITI Aayog,16,Cybersecurity,Digital Governance,100.0,6,6,beginner,proficient,1173,2026-03-21
525,95,Rekha Srivastava,NITI Aayog,20,Project Management,Behavioural,79.4,6,5,advanced,minor,362,2026-03-16
526,95,Rekha Srivastava,NITI Aayog,1,Statistical Methods,Statistics,91.5,6,7,intermediate,proficient,352,2026-05-01
527,95,Rekha Srivastava,NITI Aayog,17,Data Privacy & PDPB,Digital Governance,72.1,9,4,advanced,minor,961,2026-08-27
528,95,Rekha Srivastava,NITI Aayog,5,National Accounts,Statistics,63.1,6,3,beginner,moderate,449,2026-07-29
529,95,Rekha Srivastava,NITI Aayog,15,Cloud Computing,Technical,77.9,9,4,beginner,minor,460,2026-06-27
530,96,Harish Kumar,MOSPI Field Operations,17,Data Privacy & PDPB,Digital Governance,59.7,10,2,advanced,moderate,700,2026-08-11
531,96,Harish Kumar,MOSPI Field Operations,13,Data Visualization,Technical,68.5,8,5,beginner,moderate,569,2026-05-19
532,96,Harish Kumar,MOSPI Field Operations,20,Project Management,Behavioural,87.4,9,5,advanced,proficient,492,2026-03-26
533,96,Harish Kumar,MOSPI Field Operations,19,Leadership,Behavioural,55.8,10,5,intermediate,moderate,1048,2026-04-02
534,97,Lata Mehta,NITI Aayog,3,Sampling Techniques,Statistics,53.3,6,4,advanced,moderate,979,2026-07-25
535,97,Lata Mehta,NITI Aayog,8,SDG Indicators,Statistics,56.3,9,5,beginner,moderate,1150,2026-08-02
536,97,Lata Mehta,NITI Aayog,13,Data Visualization,Technical,58.3,5,4,advanced,moderate,386,2026-03-31
537,97,Lata Mehta,NITI Aayog,20,Project Management,Behavioural,64.3,10,6,intermediate,moderate,1189,2026-05-17
538,97,Lata Mehta,NITI Aayog,5,National Accounts,Statistics,65.0,7,3,advanced,moderate,998,2026-07-05
539,97,Lata Mehta,NITI Aayog,4,Data Analysis,Statistics,84.3,8,5,advanced,minor,320,2026-05-16
540,97,Lata Mehta,NITI Aayog,1,Statistical Methods,Statistics,57.4,6,4,intermediate,moderate,596,2026-08-11
541,98,Pushpa Joshi,MOSPI Field Operations,20,Project Management,Behavioural,76.9,5,6,advanced,minor,361,2026-04-21
542,98,Pushpa Joshi,MOSPI Field Operations,18,Digital Signatures,Digital Governance,48.2,5,3,advanced,critical,540,2026-03-09
543,98,Pushpa Joshi,MOSPI Field Operations,14,Machine Learning Basics,Technical,53.4,5,3,intermediate,moderate,639,2026-06-27
544,98,Pushpa Joshi,MOSPI Field Operations,9,Python Programming,Technical,29.8,9,2,advanced,critical,868,2026-03-29
545,98,Pushpa Joshi,MOSPI Field Operations,7,Labour Statistics,Statistics,42.9,6,3,advanced,critical,1108,2026-07-18
546,99,Kavita Nair,NSSTA,18,Digital Signatures,Digital Governance,79.4,7,7,intermediate,minor,402,2026-03-17
547,99,Kavita Nair,NSSTA,16,Cybersecurity,Digital Governance,62.1,10,3,beginner,moderate,559,2026-04-24
548,99,Kavita Nair,NSSTA,9,Python Programming,Technical,61.4,8,4,advanced,moderate,226,2026-07-22
549,99,Kavita Nair,NSSTA,10,R Programming,Technical,33.0,5,1,intermediate,critical,1011,2026-08-10
550,99,Kavita Nair,NSSTA,19,Leadership,Behavioural,69.0,5,4,beginner,moderate,879,2026-08-12
551,100,Sunita Reddy,National Statistical Office,2,Survey Design,Statistics,45.7,6,4,advanced,critical,705,2026-07-14
552,100,Sunita Reddy,National Statistical Office,13,Data Visualization,Technical,43.1,5,3,advanced,critical,1176,2026-03-07
553,100,Sunita Reddy,National Statistical Office,21,Communication Skills,Behavioural,59.3,5,4,beginner,moderate,120,2026-07-23
554,100,Sunita Reddy,National Statistical Office,17,Data Privacy & PDPB,Digital Governance,68.9,5,4,intermediate,moderate,843,2026-03-14
555,100,Sunita Reddy,National Statistical Office,10,R Programming,Technical,39.1,9,1,advanced,critical,260,2026-08-09
556,100,Sunita Reddy,National Statistical Office,22,Change Management,Behavioural,72.6,9,5,advanced,minor,832,2026-06-05
557,100,Sunita Reddy,National Statistical Office,6,Price Statistics,Statistics,72.1,9,4,intermediate,minor,947,2026-04-07
558,101,Pooja Tiwari,NITI Aayog,9,Python Programming,Technical,52.9,9,2,advanced,moderate,268,2026-04-26
559,101,Pooja Tiwari,NITI Aayog,6,Price Statistics,Statistics,44.2,9,3,advanced,critical,632,2026-03-08
560,101,Pooja Tiwari,NITI Aayog,14,Machine Learning Basics,Technical,98.2,8,7,advanced,proficient,1110,2026-07-01
561,102,Officer_102,NSSTA,14,Cybersecurity,Data Privacy & Cybersecurity,79.1,8,6,beginner,minor,310,2026-01-11
562,102,Officer_102,NSSTA,20,GIS Analysis,GIS & Geospatial Analysis,63.6,5,3,advanced,moderate,878,2026-03-05
563,102,Officer_102,NSSTA,12,Sampling Techniques,Survey Design & Sampling,94.7,8,8,advanced,proficient,422,2026-08-10
564,102,Officer_102,NSSTA,16,Python Programming,Python & R for Statistics,81.7,10,8,beginner,minor,520,2026-07-20
565,102,Officer_102,NSSTA,10,Economic Census,Industrial & Economic Statistics,77.1,8,6,advanced,minor,571,2026-08-12
566,102,Officer_102,NSSTA,13,Price Statistics,National Accounts Statistics,98.0,8,8,intermediate,proficient,538,2026-03-20
567,103,Officer_103,DPIIT,18,Labour Statistics,Agricultural Statistics,51.5,8,4,advanced,moderate,875,2026-08-04
568,103,Officer_103,DPIIT,14,GIS Analysis,GIS & Geospatial Analysis,89.5,8,7,beginner,proficient,362,2026-05-29
569,103,Officer_103,DPIIT,11,SDG Indicators,SDG & Metadata Standards,68.6,8,5,intermediate,moderate,800,2026-05-11
570,104,Officer_104,NSSO,20,Industrial Statistics,Labour & Employment Statistics,44.2,10,4,advanced,critical,883,2026-07-04
571,104,Officer_104,NSSO,11,Sampling Techniques,Survey Design & Sampling,87.2,10,9,intermediate,proficient,859,2026-08-06
572,104,Officer_104,NSSO,14,GIS Analysis,GIS & Geospatial Analysis,56.5,8,5,intermediate,moderate,592,2026-06-28
573,104,Officer_104,NSSO,19,R Programming,Data Privacy & Cybersecurity,89.3,10,9,beginner,proficient,358,2026-06-07
574,105,Officer_105,DES UP,17,Cybersecurity,Data Privacy & Cybersecurity,62.4,8,5,intermediate,moderate,656,2026-04-24
575,105,Officer_105,DES UP,20,Survey Methodology,Survey Design & Sampling,71.4,10,7,intermediate,minor,707,2026-06-19
576,105,Officer_105,DES UP,13,Labour Statistics,Labour & Employment Statistics,81.4,5,4,beginner,minor,868,2026-03-21
577,105,Officer_105,DES UP,16,Index Numbers,Price & Index Statistics,93.4,5,5,beginner,proficient,254,2026-04-27
578,105,Officer_105,DES UP,16,Industrial Statistics,National Accounts Statistics,75.3,10,8,beginner,minor,573,2026-05-07
579,105,Officer_105,DES UP,16,Agricultural Statistics,Agricultural Statistics,87.6,5,4,intermediate,proficient,289,2026-07-19
580,106,Officer_106,DES Tamil Nadu,17,R Programming,Data Privacy & Cybersecurity,49.1,5,2,advanced,critical,647,2026-02-04
581,106,Officer_106,DES Tamil Nadu,18,R Programming,Python & R for Statistics,55.7,10,6,advanced,moderate,633,2026-06-06
582,106,Officer_106,DES Tamil Nadu,14,R Programming,Survey Design & Sampling,92.4,5,5,intermediate,proficient,666,2026-04-26
583,106,Officer_106,DES Tamil Nadu,14,Labour Statistics,Labour & Employment Statistics,55.2,10,6,advanced,moderate,630,2026-01-20
584,107,Officer_107,MoSPI,16,Metadata Standards,SDG & Metadata Standards,77.4,5,4,intermediate,minor,399,2026-01-17
585,107,Officer_107,MoSPI,19,Labour Statistics,Industrial & Economic Statistics,97.5,8,8,intermediate,proficient,578,2026-08-20
586,107,Officer_107,MoSPI,16,Industrial Statistics,National Accounts Statistics,93.2,5,5,intermediate,proficient,540,2026-03-18
587,107,Officer_107,MoSPI,14,R Programming,Python & R for Statistics,74.4,10,7,advanced,minor,679,2026-02-26
588,107,Officer_107,MoSPI,16,GIS Analysis,GIS & Geospatial Analysis,60.1,8,5,beginner,moderate,864,2026-06-23
589,108,Officer_108,NSO,14,Industrial Statistics,Price & Index Statistics,56.3,10,6,beginner,moderate,366,2026-01-13
590,108,Officer_108,NSO,16,Data Privacy,Data Privacy & Cybersecurity,80.4,8,6,intermediate,minor,525,2026-07-14
591,108,Officer_108,NSO,15,Sampling Techniques,Survey Design & Sampling,58.4,5,3,intermediate,moderate,233,2026-09-01
592,108,Officer_108,NSO,10,Price Statistics,Agricultural Statistics,63.7,10,6,advanced,moderate,221,2026-07-13
593,108,Officer_108,NSO,19,Agricultural Statistics,Labour & Employment Statistics,63.6,10,6,advanced,moderate,865,2026-01-30
594,108,Officer_108,NSO,19,Data Privacy,SDG & Metadata Standards,75.1,8,6,intermediate,minor,351,2026-06-05
595,109,Officer_109,State Statistical Bureau,20,Industrial Statistics,Labour & Employment Statistics,46.9,8,4,intermediate,critical,257,2026-06-01
596,109,Officer_109,State Statistical Bureau,11,National Accounts,National Accounts Statistics,81.5,8,7,intermediate,minor,880,2026-06-03
597,109,Officer_109,State Statistical Bureau,10,Survey Methodology,Survey Design & Sampling,75.6,8,6,beginner,minor,843,2026-03-29
598,109,Officer_109,State Statistical Bureau,17,Labour Statistics,Price & Index Statistics,66.1,8,5,beginner,moderate,830,2026-08-17
599,110,Officer_110,Ministry of Agriculture,11,Labour Statistics,Price & Index Statistics,63.2,10,6,intermediate,moderate,431,2026-08-01
600,110,Officer_110,Ministry of Agriculture,20,Data Privacy,Data Privacy & Cybersecurity,66.2,8,5,intermediate,moderate,763,2026-06-06
601,110,Officer_110,Ministry of Agriculture,14,Labour Statistics,Labour & Employment Statistics,83.4,8,7,beginner,minor,444,2026-03-29
602,110,Officer_110,Ministry of Agriculture,13,Industrial Statistics,Python & R for Statistics,69.5,10,7,advanced,moderate,190,2026-05-13
603,110,Officer_110,Ministry of Agriculture,17,GIS Analysis,GIS & Geospatial Analysis,53.6,8,4,advanced,moderate,667,2026-06-15
604,110,Officer_110,Ministry of Agriculture,13,Price Statistics,Agricultural Statistics,77.0,5,4,beginner,minor,594,2026-06-27
605,111,Officer_111,DES Maharashtra,13,R Programming,Python & R for Statistics,67.2,10,7,intermediate,moderate,416,2026-01-31
606,111,Officer_111,DES Maharashtra,13,R Programming,Data Privacy & Cybersecurity,69.9,10,7,advanced,moderate,369,2026-02-19
607,111,Officer_111,DES Maharashtra,13,R Programming,SDG & Metadata Standards,39.4,10,4,advanced,critical,378,2026-03-17
608,111,Officer_111,DES Maharashtra,14,Agricultural Statistics,Agricultural Statistics,57.8,10,6,intermediate,moderate,726,2026-02-02
609,111,Officer_111,DES Maharashtra,10,Price Statistics,Industrial & Economic Statistics,83.1,10,8,advanced,minor,682,2026-01-27
610,112,Officer_112,DES West Bengal,11,Price Statistics,Python & R for Statistics,66.1,8,5,intermediate,moderate,296,2026-07-30
611,112,Officer_112,DES West Bengal,14,R Programming,Industrial & Economic Statistics,77.3,10,8,beginner,minor,756,2026-08-31
612,112,Officer_112,DES West Bengal,19,R Programming,Data Privacy & Cybersecurity,65.7,8,5,intermediate,moderate,800,2026-06-02
613,112,Officer_112,DES West Bengal,19,R Programming,Price & Index Statistics,67.3,8,5,intermediate,moderate,619,2026-03-20
614,112,Officer_112,DES West Bengal,13,National Accounts,National Accounts Statistics,85.3,10,9,advanced,proficient,281,2026-08-31
615,113,Officer_113,CSO,14,Agricultural Statistics,Labour & Employment Statistics,74.1,5,4,advanced,minor,788,2026-05-01
616,113,Officer_113,CSO,17,Price Statistics,National Accounts Statistics,71.2,8,6,intermediate,minor,899,2026-08-09
617,113,Officer_113,CSO,13,Industrial Statistics,Price & Index Statistics,75.0,8,6,intermediate,minor,857,2026-07-25
618,113,Officer_113,CSO,14,R Programming,Data Privacy & Cybersecurity,44.7,10,4,advanced,critical,332,2026-08-21
619,114,Officer_114,Planning Department,14,R Programming,Survey Design & Sampling,76.4,10,8,advanced,minor,659,2026-06-26
620,114,Officer_114,Planning Department,19,Agricultural Statistics,Price & Index Statistics,60.9,8,5,intermediate,moderate,628,2026-01-21
621,114,Officer_114,Planning Department,19,R Programming,Labour & Employment Statistics,57.0,10,6,advanced,moderate,870,2026-08-03
622,115,Officer_115,DPIIT,19,R Programming,Labour & Employment Statistics,72.3,8,6,intermediate,minor,464,2026-02-16
623,115,Officer_115,DPIIT,11,R Programming,Survey Design & Sampling,52.9,5,3,advanced,moderate,508,2026-06-21
624,115,Officer_115,DPIIT,16,Agricultural Statistics,Price & Index Statistics,69.3,8,6,intermediate,moderate,475,2026-06-19
625,116,Officer_116,DPIIT,18,Labour Statistics,Python & R for Statistics,74.8,8,6,intermediate,minor,181,2026-06-18
626,116,Officer_116,DPIIT,17,Labour Statistics,National Accounts Statistics,59.2,10,6,beginner,moderate,550,2026-06-09
627,116,Officer_116,DPIIT,17,Data Privacy,SDG & Metadata Standards,49.3,5,2,advanced,critical,474,2026-04-23
628,117,Officer_117,MoSPI,13,Labour Statistics,Industrial & Economic Statistics,73.3,10,7,advanced,minor,597,2026-01-24
629,117,Officer_117,MoSPI,14,R Programming,Agricultural Statistics,74.0,10,7,advanced,minor,478,2026-05-11
630,117,Officer_117,MoSPI,12,Labour Statistics,Price & Index Statistics,54.7,5,3,advanced,moderate,647,2026-05-22
631,118,Officer_118,DES Maharashtra,10,Price Statistics,Industrial & Economic Statistics,59.7,8,5,intermediate,moderate,453,2026-07-30
632,118,Officer_118,DES Maharashtra,17,Cybersecurity,Data Privacy & Cybersecurity,88.8,10,9,intermediate,proficient,773,2026-06-18
633,118,Officer_118,DES Maharashtra,15,Labour Statistics,Price & Index Statistics,50.9,8,4,advanced,moderate,566,2026-04-27
634,118,Officer_118,DES Maharashtra,15,GIS Analysis,GIS & Geospatial Analysis,78.7,5,4,advanced,minor,600,2026-01-12
635,119,Officer_119,State Statistical Bureau,12,GIS Analysis,GIS & Geospatial Analysis,85.4,8,7,advanced,proficient,195,2026-07-04
636,119,Officer_119,State Statistical Bureau,14,Industrial Statistics,Price & Index Statistics,79.5,5,4,advanced,minor,660,2026-07-20
637,119,Officer_119,State Statistical Bureau,18,R Programming,Python & R for Statistics,73.4,10,7,advanced,minor,870,2026-08-08
638,119,Officer_119,State Statistical Bureau,19,Sampling Techniques,Survey Design & Sampling,69.2,8,6,advanced,moderate,734,2026-01-10
639,119,Officer_119,State Statistical Bureau,11,Price Statistics,National Accounts Statistics,83.9,8,7,advanced,minor,624,2026-09-08
640,119,Officer_119,State Statistical Bureau,10,Price Statistics,Labour & Employment Statistics,73.7,10,7,intermediate,minor,486,2026-08-20
641,120,Officer_120,DES Maharashtra,11,Survey Methodology,Survey Design & Sampling,62.5,8,5,intermediate,moderate,354,2026-02-14
642,120,Officer_120,DES Maharashtra,19,R Programming,Labour & Employment Statistics,65.4,5,3,intermediate,moderate,689,2026-08-22
643,120,Officer_120,DES Maharashtra,14,Metadata Standards,SDG & Metadata Standards,56.8,8,5,intermediate,moderate,656,2026-08-19
644,120,Officer_120,DES Maharashtra,14,R Programming,Price & Index Statistics,86.5,8,7,beginner,proficient,533,2026-05-31
645,120,Officer_120,DES Maharashtra,17,R Programming,Agricultural Statistics,78.5,8,6,intermediate,minor,573,2026-08-07
646,121,Officer_121,DES West Bengal,10,GIS Analysis,GIS & Geospatial Analysis,54.9,10,5,beginner,moderate,585,2026-03-12
647,121,Officer_121,DES West Bengal,13,SDG Indicators,SDG & Metadata Standards,17.5,10,2,advanced,critical,473,2026-07-18
648,121,Officer_121,DES West Bengal,20,Labour Statistics,Labour & Employment Statistics,62.0,5,3,beginner,moderate,815,2026-03-06
649,121,Officer_121,DES West Bengal,17,Cybersecurity,Data Privacy & Cybersecurity,57.3,10,6,advanced,moderate,220,2026-03-21
650,122,Officer_122,Finance Department,15,Labour Statistics,Price & Index Statistics,83.2,5,4,beginner,minor,732,2026-08-13
651,122,Officer_122,Finance Department,14,Industrial Statistics,National Accounts Statistics,54.5,5,3,advanced,moderate,673,2026-09-05
652,122,Officer_122,Finance Department,13,Price Statistics,Labour & Employment Statistics,87.9,5,4,intermediate,proficient,324,2026-07-13
653,122,Officer_122,Finance Department,16,Economic Census,Industrial & Economic Statistics,86.7,8,7,intermediate,proficient,554,2026-01-24
654,122,Officer_122,Finance Department,20,R Programming,SDG & Metadata Standards,61.1,8,5,intermediate,moderate,557,2026-06-22
655,123,Officer_123,NSO,14,R Programming,SDG & Metadata Standards,54.8,5,3,advanced,moderate,655,2026-08-21
656,123,Officer_123,NSO,17,Labour Statistics,National Accounts Statistics,61.4,5,3,intermediate,moderate,218,2026-03-19
657,123,Officer_123,NSO,18,Price Statistics,Agricultural Statistics,83.7,10,8,intermediate,minor,866,2026-09-01
658,123,Officer_123,NSO,11,R Programming,Python & R for Statistics,74.9,5,4,advanced,minor,604,2026-06-17
659,123,Officer_123,NSO,13,R Programming,Survey Design & Sampling,86.3,8,7,intermediate,proficient,634,2026-04-24
660,123,Officer_123,NSO,20,Price Statistics,Labour & Employment Statistics,67.4,8,5,advanced,moderate,737,2026-08-19
661,124,Officer_124,DES Maharashtra,10,GIS Analysis,GIS & Geospatial Analysis,68.9,8,6,advanced,moderate,834,2026-06-02
662,124,Officer_124,DES Maharashtra,11,Labour Statistics,Labour & Employment Statistics,76.5,5,4,intermediate,minor,758,2026-02-22
663,124,Officer_124,DES Maharashtra,14,Agricultural Statistics,Agricultural Statistics,58.8,5,3,advanced,moderate,790,2026-01-01
664,125,Officer_125,MoSPI,13,Cybersecurity,Data Privacy & Cybersecurity,66.0,5,3,advanced,moderate,195,2026-04-02
665,125,Officer_125,MoSPI,11,Labour Statistics,Labour & Employment Statistics,96.7,8,8,beginner,proficient,718,2026-01-30
666,125,Officer_125,MoSPI,17,Labour Statistics,Price & Index Statistics,66.4,10,7,advanced,moderate,787,2026-01-28
667,125,Officer_125,MoSPI,14,Survey Methodology,Survey Design & Sampling,64.3,5,3,advanced,moderate,854,2026-05-14
668,126,Officer_126,Planning Department,11,Sampling Techniques,Survey Design & Sampling,49.0,8,4,advanced,critical,634,2026-01-19
669,126,Officer_126,Planning Department,15,R Programming,Python & R for Statistics,74.3,5,4,intermediate,minor,741,2026-07-02
670,126,Officer_126,Planning Department,11,GIS Analysis,GIS & Geospatial Analysis,93.8,10,9,intermediate,proficient,620,2026-01-26
671,127,Officer_127,DES Maharashtra,20,GIS Analysis,GIS & Geospatial Analysis,47.9,8,4,advanced,critical,617,2026-03-22
672,127,Officer_127,DES Maharashtra,11,Labour Statistics,Python & R for Statistics,55.2,10,6,advanced,moderate,665,2026-01-18
673,127,Officer_127,DES Maharashtra,19,Price Statistics,Agricultural Statistics,61.0,10,6,intermediate,moderate,749,2026-01-16
674,127,Officer_127,DES Maharashtra,20,Cybersecurity,Data Privacy & Cybersecurity,40.6,5,2,intermediate,critical,600,2026-04-01
675,128,Officer_128,DES Tamil Nadu,18,Price Statistics,Labour & Employment Statistics,72.3,5,4,intermediate,minor,290,2026-03-31
676,128,Officer_128,DES Tamil Nadu,16,Price Statistics,Industrial & Economic Statistics,75.9,10,8,intermediate,minor,411,2026-07-26
677,128,Officer_128,DES Tamil Nadu,14,SDG Indicators,SDG & Metadata Standards,69.0,10,7,intermediate,moderate,364,2026-03-11
678,129,Officer_129,CSO,10,Sampling Techniques,Survey Design & Sampling,71.2,10,7,beginner,minor,828,2026-09-06
679,129,Officer_129,CSO,15,Industrial Statistics,Price & Index Statistics,61.9,8,5,intermediate,moderate,558,2026-03-21
680,129,Officer_129,CSO,19,Cybersecurity,Data Privacy & Cybersecurity,84.8,5,4,beginner,minor,339,2026-02-10
681,129,Officer_129,CSO,13,Price Statistics,Labour & Employment Statistics,56.9,10,6,intermediate,moderate,604,2026-03-11
682,129,Officer_129,CSO,20,SDG Indicators,SDG & Metadata Standards,79.0,5,4,intermediate,minor,470,2026-06-23
683,130,Officer_130,DES UP,15,R Programming,Data Privacy & Cybersecurity,98.0,8,8,beginner,proficient,441,2026-03-16
684,130,Officer_130,DES UP,16,Price Statistics,Labour & Employment Statistics,70.1,8,6,intermediate,minor,359,2026-02-03
685,130,Officer_130,DES UP,10,R Programming,Survey Design & Sampling,95.9,10,10,intermediate,proficient,253,2026-04-12
686,130,Officer_130,DES UP,16,National Accounts,National Accounts Statistics,66.2,5,3,intermediate,moderate,500,2026-05-28
687,130,Officer_130,DES UP,19,R Programming,Agricultural Statistics,64.0,8,5,advanced,moderate,512,2026-02-13
688,130,Officer_130,DES UP,11,Economic Census,Industrial & Economic Statistics,78.9,5,4,advanced,minor,627,2026-08-05
