enrollment_id,user_id,user_name,department,course_id,course_title,competency_name,difficulty,duration_hours,status,progress_pct,igot_course_id,enrolled_date,completed_date
357,78,Sanjay Joshi,Ministry of Finance,62,Presentation & Report Writing,Communication Skills,intermediate,5.9,enrolled,17.8,IGOT-21-062,2026-02-22,
358,78,Sanjay Joshi,Ministry of Finance,48,Advanced Cyber Defence,Cybersecurity,advanced,6.8,completed,100.0,IGOT-16-048,2026-02-17,2026-08-08
359,78,Sanjay Joshi,Ministry of Finance,15,Advanced National Accounts,National Accounts,advanced,5.8,completed,100.0,IGOT-05-015,2026-05-01,2026-08-16
360,79,Arun Chaudhary,Ministry of Agriculture,12,Advanced Data Analytics,Data Analysis,advanced,5.6,completed,100.0,IGOT-04-012,2026-03-20,2026-08-09
361,79,Arun Chaudhary,Ministry of Agriculture,32,Intermediate SQL & Database Design,SQL & Databases,intermediate,7.8,enrolled,66.6,IGOT-11-032,2026-04-12,
362,80,Priya Singh,DGET,40,ML Fundamentals for Officers,Machine Learning Basics,beginner,3.5,completed,100.0,IGOT-14-040,2026-05-04,2026-08-16
363,80,Priya Singh,DGET,7,Probability Sampling Basics,Sampling Techniques,beginner,3.7,completed,100.0,IGOT-03-007,2026-04-04,2026-08-09
364,80,Priya Singh,DGET,44,Government Cloud Platforms,Cloud Computing,intermediate,7.9,completed,100.0,IGOT-15-044,2026-05-13,2026-08-21
365,80,Priya Singh,DGET,35,QGIS for Government Data,GIS & Mapping,intermediate,5.7,completed,100.0,IGOT-12-035,2026-06-15,2026-08-27
366,80,Priya Singh,DGET,50,PDPB Compliance for Officers,Data Privacy & PDPB,intermediate,6.7,enrolled,67.6,IGOT-17-050,2026-03-29,
367,80,Priya Singh,DGET,1,Introduction to Statistical Methods,Statistical Methods,beginner,6.9,completed,100.0,IGOT-01-001,2026-02-23,2026-08-07
368,81,Sunita Joshi,CRS,34,Introduction to GIS,GIS & Mapping,beginner,6.3,enrolled,64.1,IGOT-12-034,2026-06-15,
369,81,Sunita Joshi,CRS,8,Stratified & Cluster Sampling,Sampling Techniques,intermediate,6.7,completed,100.0,IGOT-03-008,2026-08-22,2026-08-23
370,81,Sunita Joshi,CRS,61,Effective Communication,Communication Skills,beginner,4.3,completed,100.0,IGOT-21-061,2026-08-07,2026-08-28
371,81,Sunita Joshi,CRS,38,Dashboard Design with Power BI,Data Visualization,intermediate,6.6,completed,100.0,IGOT-13-038,2026-08-09,2026-08-05
372,81,Sunita Joshi,CRS,11,Intermediate Data Analysis with Python,Data Analysis,intermediate,4.4,completed,100.0,IGOT-04-011,2026-06-25,2026-08-28
373,81,Sunita Joshi,CRS,37,Data Visualization Basics,Data Visualization,beginner,5.8,completed,100.0,IGOT-13-037,2026-06-18,2026-08-24
374,82,Naresh Joshi,MOSPI Field Operations,2,Inferential Statistics & Hypothesis Testing,Statistical Methods,intermediate,6.6,completed,100.0,IGOT-01-002,2026-05-26,2026-08-07
375,82,Naresh Joshi,MOSPI Field Operations,15,Advanced National Accounts,National Accounts,advanced,5.8,in_progress,28.5,IGOT-05-015,2026-03-02,
376,82,Naresh Joshi,MOSPI Field Operations,23,SDG Indicator Compilation,SDG Indicators,intermediate,4.4,in_progress,48.6,IGOT-08-023,2026-04-15,
377,82,Naresh Joshi,MOSPI Field Operations,20,Employment & Unemployment Indicators,Labour Statistics,intermediate,5.7,enrolled,35.9,IGOT-07-020,2026-08-07,
378,83,Sunita Agarwal,National Statistical Office,20,Employment & Unemployment Indicators,Labour Statistics,intermediate,5.7,completed,100.0,IGOT-07-020,2026-06-29,2026-08-11
379,83,Sunita Agarwal,National Statistical Office,64,Change Management Basics,Change Management,beginner,4.2,completed,100.0,IGOT-22-064,2026-02-24,2026-08-12
380,83,Sunita Agarwal,National Statistical Office,53,PKI & e-Authentication,Digital Signatures,intermediate,3.0,in_progress,24.0,IGOT-18-053,2026-02-22,
381,84,Deepak Kumar,NSSTA,7,Probability Sampling Basics,Sampling Techniques,beginner,3.7,completed,100.0,IGOT-03-007,2026-05-18,2026-08-17
382,84,Deepak Kumar,NSSTA,34,Introduction to GIS,GIS & Mapping,beginner,6.3,completed,100.0,IGOT-12-034,2026-04-29,2026-08-09
383,84,Deepak Kumar,NSSTA,15,Advanced National Accounts,National Accounts,advanced,5.8,completed,100.0,IGOT-05-015,2026-06-30,2026-08-20
384,84,Deepak Kumar,NSSTA,22,Introduction to SDG Framework,SDG Indicators,beginner,2.2,completed,100.0,IGOT-08-022,2026-04-29,2026-08-24
385,85,Nisha Chaudhary,MOSPI Field Operations,56,Strategic Leadership,Leadership,intermediate,3.6,completed,100.0,IGOT-19-056,2026-05-23,2026-08-11
386,85,Nisha Chaudhary,MOSPI Field Operations,2,Inferential Statistics & Hypothesis Testing,Statistical Methods,intermediate,6.6,completed,100.0,IGOT-01-002,2026-04-15,2026-08-11
387,85,Nisha Chaudhary,MOSPI Field Operations,37,Data Visualization Basics,Data Visualization,beginner,5.8,enrolled,13.8,IGOT-13-037,2026-04-14,
388,86,Usha Gupta,Ministry of Statistics & PI,46,Cybersecurity Awareness,Cybersecurity,beginner,4.2,enrolled,28.0,IGOT-16-046,2026-04-01,
389,86,Usha Gupta,Ministry of Statistics & PI,56,Strategic Leadership,Leadership,intermediate,3.6,completed,100.0,IGOT-19-056,2026-05-02,2026-08-08
390,86,Usha Gupta,Ministry of Statistics & PI,35,QGIS for Government Data,GIS & Mapping,intermediate,5.7,in_progress,71.1,IGOT-12-035,2026-03-31,
391,86,Usha Gupta,Ministry of Statistics & PI,22,Introduction to SDG Framework,SDG Indicators,beginner,2.2,in_progress,51.8,IGOT-08-022,2026-03-08,
392,86,Usha Gupta,Ministry of Statistics & PI,18,Advanced Price Statistics,Price Statistics,advanced,3.5,in_progress,33.2,IGOT-06-018,2026-08-26,
393,86,Usha Gupta,Ministry of Statistics & PI,62,Presentation & Report Writing,Communication Skills,intermediate,5.9,enrolled,79.9,IGOT-21-062,2026-08-25,
394,86,Usha Gupta,Ministry of Statistics & PI,52,Digital Signatures Basics,Digital Signatures,beginner,5.2,completed,100.0,IGOT-18-052,2026-08-03,2026-08-16
395,87,Deepak Singh,CSO,58,PM Fundamentals,Project Management,beginner,5.7,in_progress,70.3,IGOT-20-058,2026-06-25,
396,87,Deepak Singh,CSO,45,Advanced Cloud Architecture,Cloud Computing,advanced,3.8,in_progress,8.1,IGOT-15-045,2026-03-23,
397,88,Amit Agarwal,DGET,8,Stratified & Cluster Sampling,Sampling Techniques,intermediate,6.7,completed,100.0,IGOT-03-008,2026-03-18,2026-08-29
398,88,Amit Agarwal,DGET,28,Introduction to R,R Programming,beginner,5.5,enrolled,12.8,IGOT-10-028,2026-03-27,
399,89,Dinesh Mehta,DGET,49,Data Privacy Fundamentals,Data Privacy & PDPB,beginner,6.5,in_progress,27.8,IGOT-17-049,2026-05-01,
400,89,Dinesh Mehta,DGET,24,Monitoring SDG Progress,SDG Indicators,advanced,7.0,enrolled,62.5,IGOT-08-024,2026-06-19,
401,89,Dinesh Mehta,DGET,15,Advanced National Accounts,National Accounts,advanced,5.8,completed,100.0,IGOT-05-015,2026-03-04,2026-08-04
402,90,Asha Verma,MOSPI Field Operations,42,Deep Learning Basics,Machine Learning Basics,advanced,2.9,enrolled,39.5,IGOT-14-042,2026-06-04,
403,90,Asha Verma,MOSPI Field Operations,33,Advanced SQL & Performance,SQL & Databases,advanced,7.2,enrolled,28.2,IGOT-11-033,2026-06-22,
404,90,Asha Verma,MOSPI Field Operations,21,Advanced Labour Economics,Labour Statistics,advanced,5.3,in_progress,44.7,IGOT-07-021,2026-04-25,
405,90,Asha Verma,MOSPI Field Operations,50,PDPB Compliance for Officers,Data Privacy & PDPB,intermediate,6.7,in_progress,59.9,IGOT-17-050,2026-07-14,
406,90,Asha Verma,MOSPI Field Operations,5,Sampling & Questionnaire Design,Survey Design,intermediate,2.5,completed,100.0,IGOT-02-005,2026-08-01,2026-08-28
407,90,Asha Verma,MOSPI Field Operations,18,Advanced Price Statistics,Price Statistics,advanced,3.5,completed,100.0,IGOT-06-018,2026-05-10,2026-08-26
408,90,Asha Verma,MOSPI Field Operations,63,Advanced Communication,Communication Skills,advanced,6.1,completed,100.0,IGOT-21-063,2026-03-17,2026-08-29
409,91,Asha Pillai,CRS,34,Introduction to GIS,GIS & Mapping,beginner,6.3,completed,100.0,IGOT-12-034,2026-08-24,2026-08-04
410,91,Asha Pillai,CRS,14,GDP Compilation Methodology,National Accounts,intermediate,5.1,completed,100.0,IGOT-05-014,2026-07-21,2026-08-12
411,91,Asha Pillai,CRS,5,Sampling & Questionnaire Design,Survey Design,intermediate,2.5,enrolled,89.0,IGOT-02-005,2026-03-11,
412,91,Asha Pillai,CRS,10,Introduction to Data Analysis,Data Analysis,beginner,3.8,completed,100.0,IGOT-04-010,2026-06-21,2026-08-28
413,91,Asha Pillai,CRS,33,Advanced SQL & Performance,SQL & Databases,advanced,7.2,completed,100.0,IGOT-11-033,2026-05-20,2026-08-14
414,92,Harish Yadav,Ministry of Agriculture,66,Advanced Change Strategy,Change Management,advanced,6.0,completed,100.0,IGOT-22-066,2026-05-09,2026-08-20
415,92,Harish Yadav,Ministry of Agriculture,63,Advanced Communication,Communication Skills,advanced,6.1,enrolled,53.6,IGOT-21-063,2026-08-28,
416,93,Priya Mehta,NSSTA,62,Presentation & Report Writing,Communication Skills,intermediate,5.9,completed,100.0,IGOT-21-062,2026-08-14,2026-08-12
417,93,Priya Mehta,NSSTA,16,CPI & WPI Fundamentals,Price Statistics,beginner,3.9,enrolled,37.9,IGOT-06-016,2026-06-02,
418,93,Priya Mehta,NSSTA,46,Cybersecurity Awareness,Cybersecurity,beginner,4.2,enrolled,80.7,IGOT-16-046,2026-02-15,
419,93,Priya Mehta,NSSTA,43,Cloud Computing Concepts,Cloud Computing,beginner,4.8,completed,100.0,IGOT-15-043,2026-03-16,2026-08-26
420,93,Priya Mehta,NSSTA,39,Advanced Visual Analytics,Data Visualization,advanced,2.3,in_progress,54.9,IGOT-13-039,2026-05-22,
421,94,Savita Joshi,MOSPI Field Operations,25,Python for Beginners,Python Programming,beginner,7.0,completed,100.0,IGOT-09-025,2026-04-26,2026-08-30
422,94,Savita Joshi,MOSPI Field Operations,39,Advanced Visual Analytics,Data Visualization,advanced,2.3,completed,100.0,IGOT-13-039,2026-02-21,2026-08-26
423,94,Savita Joshi,MOSPI Field Operations,50,PDPB Compliance for Officers,Data Privacy & PDPB,intermediate,6.7,in_progress,8.2,IGOT-17-050,2026-08-22,
424,94,Savita Joshi,MOSPI Field Operations,58,PM Fundamentals,Project Management,beginner,5.7,completed,100.0,IGOT-20-058,2026-06-28,2026-08-17
425,94,Savita Joshi,MOSPI Field Operations,7,Probability Sampling Basics,Sampling Techniques,beginner,3.7,completed,100.0,IGOT-03-007,2026-08-12,2026-08-07
426,94,Savita Joshi,MOSPI Field Operations,41,Applied Machine Learning,Machine Learning Basics,intermediate,3.1,completed,100.0,IGOT-14-041,2026-03-17,2026-08-23
427,94,Savita Joshi,MOSPI Field Operations,45,Advanced Cloud Architecture,Cloud Computing,advanced,3.8,completed,100.0,IGOT-15-045,2026-04-14,2026-08-06
428,95,Rekha Srivastava,NITI Aayog,3,Advanced Regression Analysis,Statistical Methods,advanced,7.2,completed,100.0,IGOT-01-003,2026-07-29,2026-08-26
429,95,Rekha Srivastava,NITI Aayog,5,Sampling & Questionnaire Design,Survey Design,intermediate,2.5,completed,100.0,IGOT-02-005,2026-05-03,2026-08-11
430,95,Rekha Srivastava,NITI Aayog,44,Government Cloud Platforms,Cloud Computing,intermediate,7.9,completed,100.0,IGOT-15-044,2026-07-21,2026-08-09
431,95,Rekha Srivastava,NITI Aayog,8,Stratified & Cluster Sampling,Sampling Techniques,intermediate,6.7,completed,100.0,IGOT-03-008,2026-06-30,2026-08-03
432,95,Rekha Srivastava,NITI Aayog,6,Advanced Survey Methodology,Survey Design,advanced,4.5,enrolled,8.3,IGOT-02-006,2026-07-23,
433,96,Harish Kumar,MOSPI Field Operations,3,Advanced Regression Analysis,Statistical Methods,advanced,7.2,enrolled,20.5,IGOT-01-003,2026-08-16,
434,96,Harish Kumar,MOSPI Field Operations,61,Effective Communication,Communication Skills,beginner,4.3,completed,100.0,IGOT-21-061,2026-08-04,2026-08-18
435,96,Harish Kumar,MOSPI Field Operations,6,Advanced Survey Methodology,Survey Design,advanced,4.5,completed,100.0,IGOT-02-006,2026-07-16,2026-08-06
436,96,Harish Kumar,MOSPI Field Operations,32,Intermediate SQL & Database Design,SQL & Databases,intermediate,7.8,completed,100.0,IGOT-11-032,2026-08-12,2026-08-06
437,96,Harish Kumar,MOSPI Field Operations,17,Price Index Methods,Price Statistics,intermediate,6.0,enrolled,15.3,IGOT-06-017,2026-03-29,
438,97,Lata Mehta,NITI Aayog,29,Statistical Analysis with R,R Programming,intermediate,4.0,completed,100.0,IGOT-10-029,2026-06-06,2026-08-29
439,97,Lata Mehta,NITI Aayog,9,Advanced Sampling Theory,Sampling Techniques,advanced,2.9,completed,100.0,IGOT-03-009,2026-04-11,2026-08-28
440,97,Lata Mehta,NITI Aayog,26,Python for Data Analysis,Python Programming,intermediate,3.1,completed,100.0,IGOT-09-026,2026-07-05,2026-08-08
441,97,Lata Mehta,NITI Aayog,28,Introduction to R,R Programming,beginner,5.5,enrolled,58.4,IGOT-10-028,2026-06-04,
442,97,Lata Mehta,NITI Aayog,22,Introduction to SDG Framework,SDG Indicators,beginner,2.2,enrolled,15.9,IGOT-08-022,2026-07-23,
443,97,Lata Mehta,NITI Aayog,52,Digital Signatures Basics,Digital Signatures,beginner,5.2,completed,100.0,IGOT-18-052,2026-07-16,2026-08-10
444,98,Pushpa Joshi,MOSPI Field Operations,22,Introduction to SDG Framework,SDG Indicators,beginner,2.2,in_progress,14.0,IGOT-08-022,2026-03-20,
445,98,Pushpa Joshi,MOSPI Field Operations,57,Change Leadership,Leadership,advanced,4.3,completed,100.0,IGOT-19-057,2026-05-24,2026-08-08
446,98,Pushpa Joshi,MOSPI Field Operations,32,Intermediate SQL & Database Design,SQL & Databases,intermediate,7.8,in_progress,6.4,IGOT-11-032,2026-04-26,
447,98,Pushpa Joshi,MOSPI Field Operations,6,Advanced Survey Methodology,Survey Design,advanced,4.5,enrolled,5.6,IGOT-02-006,2026-07-14,
448,99,Kavita Nair,NSSTA,37,Data Visualization Basics,Data Visualization,beginner,5.8,completed,100.0,IGOT-13-037,2026-03-04,2026-08-28
449,99,Kavita Nair,NSSTA,54,Advanced Digital Infrastructure,Digital Signatures,advanced,2.7,in_progress,17.9,IGOT-18-054,2026-06-20,
450,100,Sunita Reddy,National Statistical Office,58,PM Fundamentals,Project Management,beginner,5.7,enrolled,58.7,IGOT-20-058,2026-02-26,
451,100,Sunita Reddy,National Statistical Office,53,PKI & e-Authentication,Digital Signatures,intermediate,3.0,completed,100.0,IGOT-18-053,2026-03-25,2026-08-30
452,100,Sunita Reddy,National Statistical Office,31,SQL Basics,SQL & Databases,beginner,3.9,completed,100.0,IGOT-11-031,2026-05-31,2026-08-19
453,100,Sunita Reddy,National Statistical Office,61,Effective Communication,Communication Skills,beginner,4.3,enrolled,55.2,IGOT-21-061,2026-07-10,
454,100,Sunita Reddy,National Statistical Office,12,Advanced Data Analytics,Data Analysis,advanced,5.6,enrolled,93.8,IGOT-04-012,2026-08-04,
455,100,Sunita Reddy,National Statistical Office,40,ML Fundamentals for Officers,Machine Learning Basics,beginner,3.5,completed,100.0,IGOT-14-040,2026-05-28,2026-08-05
456,101,Pooja Tiwari,NITI Aayog,65,Leading Organizational Change,Change Management,intermediate,4.4,in_progress,29.9,IGOT-22-065,2026-07-10,
457,101,Pooja Tiwari,NITI Aayog,29,Statistical Analysis with R,R Programming,intermediate,4.0,enrolled,76.7,IGOT-10-029,2026-03-06,
458,101,Pooja Tiwari,NITI Aayog,60,Agile Project Management,Project Management,advanced,3.8,completed,100.0,IGOT-20-060,2026-04-23,2026-08-27
459,101,Pooja Tiwari,NITI Aayog,50,PDPB Compliance for Officers,Data Privacy & PDPB,intermediate,6.7,in_progress,65.3,IGOT-17-050,2026-08-17,
460,101,Pooja Tiwari,NITI Aayog,41,Applied Machine Learning,Machine Learning Basics,intermediate,3.1,enrolled,63.0,IGOT-14-041,2026-06-17,
461,101,Pooja Tiwari,NITI Aayog,43,Cloud Computing Concepts,Cloud Computing,beginner,4.8,in_progress,44.1,IGOT-15-043,2026-06-04,
462,102,Officer_102,NSSTA,199,National Accounts Statistics,National Accounts Statistics,intermediate,5.0,in_progress,21.2,NSSTA-029,2025-02-01,
463,102,Officer_102,NSSTA,187,GIS and Remote Sensing,GIS & Geospatial Analysis,intermediate,5.0,completed,100.0,NSSTA-081,2025-07-25,2025-08-13
464,102,Officer_102,NSSTA,102,Mid Career Training Programme (MCTP),Leadership & Management,advanced,10.0,enrolled,16.7,NSSTA-009,2025-02-08,
465,103,Officer_103,DPIIT,105,Mid Career Training Programme (MCTP),Leadership & Management,advanced,10.0,enrolled,17.4,NSSTA-060,2025-03-04,
466,103,Officer_103,DPIIT,192,Cybersecurity and Data Privacy,Data Privacy & Cybersecurity,beginner,3.0,completed,100.0,NSSTA-051,2025-10-21,2025-11-08
467,103,Officer_103,DPIIT,154,GIS and Remote Sensing,GIS & Geospatial Analysis,intermediate,5.0,completed,100.0,NSSTA-023,2025-07-15,2025-08-13
468,104,Officer_104,NSSO,178,Agricultural Statistics,Agricultural Statistics,intermediate,5.0,completed,100.0,NSSTA-080,2025-03-18,2025-03-27
469,104,Officer_104,NSSO,163,Price Statistics and Index Numbers,Price & Index Statistics,intermediate,4.0,completed,100.0,NSSTA-053,2025-11-28,2025-12-14
470,104,Officer_104,NSSO,149,Labour and Employment Statistics (PLFS),Labour & Employment Statistics,intermediate,4.0,in_progress,48.3,NSSTA-018,2025-05-24,
471,104,Officer_104,NSSO,167,Econometrics and Time Series Analysis,Statistical Methods,advanced,5.0,completed,100.0,NSSTA-032,2025-11-26,2026-01-01
472,105,Officer_105,DES UP,172,Data Analysis using R,Python & R for Statistics,intermediate,5.0,enrolled,48.4,NSSTA-065,2025-06-26,
473,105,Officer_105,DES UP,103,Econometrics and Time Series Analysis,Statistical Methods,advanced,5.0,completed,100.0,NSSTA-041,2025-05-19,2025-06-01
474,106,Officer_106,DES Tamil Nadu,145,Survey Methodology and Data Analysis,Survey Design & Sampling,intermediate,5.0,completed,100.0,NSSTA-099,2025-08-30,2025-09-23
475,106,Officer_106,DES Tamil Nadu,131,Econometrics and Time Series Analysis,Statistical Methods,advanced,5.0,in_progress,28.6,NSSTA-085,2025-02-21,
476,106,Officer_106,DES Tamil Nadu,194,Advanced Sampling Techniques,Survey Design & Sampling,advanced,5.0,completed,100.0,NSSTA-008,2025-10-01,2025-11-04
477,107,Officer_107,MoSPI,130,SDG Indicators and Data Quality,SDG & Metadata Standards,intermediate,3.0,completed,100.0,NSSTA-076,2025-03-30,2025-04-09
478,107,Officer_107,MoSPI,175,Advanced Sampling Techniques,Survey Design & Sampling,advanced,5.0,completed,100.0,NSSTA-004,2025-12-24,2026-01-12
479,107,Officer_107,MoSPI,124,Econometrics and Time Series Analysis,Statistical Methods,advanced,5.0,in_progress,38.1,NSSTA-064,2025-10-16,
480,108,Officer_108,NSO,102,Price Statistics and Index Numbers,Price & Index Statistics,intermediate,4.0,completed,100.0,NSSTA-068,2025-11-05,2025-11-19
481,108,Officer_108,NSO,178,GIS and Remote Sensing,GIS & Geospatial Analysis,intermediate,5.0,completed,100.0,NSSTA-026,2025-06-19,2025-07-26
482,108,Officer_108,NSO,107,Survey Methodology and Data Analysis,Survey Design & Sampling,intermediate,5.0,in_progress,37.3,NSSTA-003,2025-06-15,
483,108,Officer_108,NSO,118,National Accounts Statistics,National Accounts Statistics,intermediate,5.0,completed,100.0,NSSTA-015,2025-12-27,2026-02-02
484,109,Officer_109,State Statistical Bureau,138,National Accounts Statistics,National Accounts Statistics,intermediate,5.0,completed,100.0,NSSTA-042,2025-02-21,2025-03-11
485,109,Officer_109,State Statistical Bureau,155,Machine Learning using Python (IIT Madras),Python & R for Statistics,advanced,60.0,completed,100.0,NSSTA-082,2025-03-22,2025-07-14
486,109,Officer_109,State Statistical Bureau,171,Industrial Statistics (IIP & ASI),Industrial & Economic Statistics,intermediate,4.0,in_progress,61.9,NSSTA-089,2025-12-29,
487,109,Officer_109,State Statistical Bureau,185,Cybersecurity and Data Privacy,Data Privacy & Cybersecurity,beginner,3.0,enrolled,59.1,NSSTA-076,2025-04-25,
488,110,Officer_110,Ministry of Agriculture,193,Data Analysis using R,Python & R for Statistics,intermediate,5.0,completed,100.0,NSSTA-001,2025-03-07,2025-03-20
489,110,Officer_110,Ministry of Agriculture,104,Labour and Employment Statistics (PLFS),Labour & Employment Statistics,intermediate,4.0,enrolled,85.9,NSSTA-024,2025-10-18,
490,110,Officer_110,Ministry of Agriculture,181,Industrial Statistics (IIP & ASI),Industrial & Economic Statistics,intermediate,4.0,completed,100.0,NSSTA-073,2025-11-10,2025-11-24
491,111,Officer_111,DES Maharashtra,144,Mid Career Training Programme (MCTP),Leadership & Management,advanced,10.0,completed,100.0,NSSTA-041,2025-02-09,2025-03-04
492,111,Officer_111,DES Maharashtra,190,GIS and Remote Sensing,GIS & Geospatial Analysis,intermediate,5.0,completed,100.0,NSSTA-086,2025-02-15,2025-03-21
493,112,Officer_112,DES West Bengal,132,GIS and Remote Sensing,GIS & Geospatial Analysis,intermediate,5.0,completed,100.0,NSSTA-014,2025-02-04,2025-02-23
494,112,Officer_112,DES West Bengal,156,Survey Methodology and Data Analysis,Survey Design & Sampling,intermediate,5.0,completed,100.0,NSSTA-094,2025-01-25,2025-02-14
495,112,Officer_112,DES West Bengal,152,Labour and Employment Statistics (PLFS),Labour & Employment Statistics,intermediate,4.0,completed,100.0,NSSTA-064,2025-03-27,2025-05-01
496,112,Officer_112,DES West Bengal,161,Agricultural Statistics,Agricultural Statistics,intermediate,5.0,enrolled,38.1,NSSTA-074,2025-02-21,
497,113,Officer_113,CSO,133,Price Statistics and Index Numbers,Price & Index Statistics,intermediate,4.0,in_progress,12.7,NSSTA-014,2025-06-13,
498,113,Officer_113,CSO,148,GIS and Remote Sensing,GIS & Geospatial Analysis,intermediate,5.0,completed,100.0,NSSTA-021,2025-03-29,2025-05-04
499,113,Officer_113,CSO,176,National Accounts Statistics,National Accounts Statistics,intermediate,5.0,in_progress,53.8,NSSTA-079,2025-06-23,
500,114,Officer_114,Planning Department,106,Industrial Statistics (IIP & ASI),Industrial & Economic Statistics,intermediate,4.0,completed,100.0,NSSTA-013,2025-08-11,2025-08-23
501,114,Officer_114,Planning Department,189,Survey Methodology and Data Analysis,Survey Design & Sampling,intermediate,5.0,completed,100.0,NSSTA-071,2025-04-08,2025-04-29
502,114,Officer_114,Planning Department,184,Data Analysis using R,Python & R for Statistics,intermediate,5.0,completed,100.0,NSSTA-037,2025-10-04,2025-10-20
503,114,Officer_114,Planning Department,150,Cybersecurity and Data Privacy,Data Privacy & Cybersecurity,beginner,3.0,completed,100.0,NSSTA-074,2025-02-19,2025-02-25
504,114,Officer_114,Planning Department,106,Price Statistics and Index Numbers,Price & Index Statistics,intermediate,4.0,completed,100.0,NSSTA-047,2025-09-09,2025-09-20
505,115,Officer_115,DPIIT,176,Data Analysis using R,Python & R for Statistics,intermediate,5.0,completed,100.0,NSSTA-062,2025-12-05,2026-01-02
506,115,Officer_115,DPIIT,121,National Accounts Statistics,National Accounts Statistics,intermediate,5.0,completed,100.0,NSSTA-082,2025-01-14,2025-01-28
507,116,Officer_116,DPIIT,182,National Accounts Statistics,National Accounts Statistics,intermediate,5.0,enrolled,47.7,NSSTA-070,2025-02-16,
508,116,Officer_116,DPIIT,148,GIS and Remote Sensing,GIS & Geospatial Analysis,intermediate,5.0,completed,100.0,NSSTA-048,2025-07-09,2025-08-14
509,116,Officer_116,DPIIT,156,Mid Career Training Programme (MCTP),Leadership & Management,advanced,10.0,completed,100.0,NSSTA-060,2025-01-23,2025-02-16
510,116,Officer_116,DPIIT,107,Labour and Employment Statistics (PLFS),Labour & Employment Statistics,intermediate,4.0,completed,100.0,NSSTA-020,2025-05-18,2025-06-12
511,117,Officer_117,MoSPI,196,National Accounts Statistics,National Accounts Statistics,intermediate,5.0,completed,100.0,NSSTA-076,2025-10-05,2025-10-26
512,117,Officer_117,MoSPI,149,Cybersecurity and Data Privacy,Data Privacy & Cybersecurity,beginner,3.0,completed,100.0,NSSTA-067,2025-02-01,2025-03-04
513,118,Officer_118,DES Maharashtra,191,Data Visualization and Dashboard Development,GIS & Geospatial Analysis,beginner,4.0,completed,100.0,NSSTA-005,2025-02-10,2025-03-01
514,118,Officer_118,DES Maharashtra,173,Cybersecurity and Data Privacy,Data Privacy & Cybersecurity,beginner,3.0,completed,100.0,NSSTA-087,2025-09-22,2025-10-22
515,118,Officer_118,DES Maharashtra,121,GIS and Remote Sensing,GIS & Geospatial Analysis,intermediate,5.0,enrolled,21.8,NSSTA-028,2025-03-30,
516,118,Officer_118,DES Maharashtra,187,SDG Indicators and Data Quality,SDG & Metadata Standards,intermediate,3.0,enrolled,20.1,NSSTA-056,2025-02-10,
517,118,Officer_118,DES Maharashtra,176,Agricultural Statistics,Agricultural Statistics,intermediate,5.0,completed,100.0,NSSTA-034,2025-11-18,2025-11-30
518,119,Officer_119,State Statistical Bureau,170,Mid Career Training Programme (MCTP),Leadership & Management,advanced,10.0,completed,100.0,NSSTA-042,2025-10-12,2025-11-09
519,119,Officer_119,State Statistical Bureau,179,Industrial Statistics (IIP & ASI),Industrial & Economic Statistics,intermediate,4.0,in_progress,51.6,NSSTA-076,2025-12-25,
520,119,Officer_119,State Statistical Bureau,153,Econometrics and Time Series Analysis,Statistical Methods,advanced,5.0,completed,100.0,NSSTA-020,2025-08-03,2025-08-14
521,119,Officer_119,State Statistical Bureau,197,National Accounts Statistics,National Accounts Statistics,intermediate,5.0,completed,100.0,NSSTA-013,2025-10-29,2025-11-24
522,120,Officer_120,DES Maharashtra,168,SDG Indicators and Data Quality,SDG & Metadata Standards,intermediate,3.0,completed,100.0,NSSTA-045,2025-05-27,2025-06-28
523,120,Officer_120,DES Maharashtra,177,Econometrics and Time Series Analysis,Statistical Methods,advanced,5.0,enrolled,31.1,NSSTA-061,2025-10-20,
524,121,Officer_121,DES West Bengal,187,Price Statistics and Index Numbers,Price & Index Statistics,intermediate,4.0,completed,100.0,NSSTA-089,2025-11-13,2025-12-09
525,121,Officer_121,DES West Bengal,142,Labour and Employment Statistics (PLFS),Labour & Employment Statistics,intermediate,4.0,completed,100.0,NSSTA-089,2025-07-22,2025-08-26
526,122,Officer_122,Finance Department,138,Survey Methodology and Data Analysis,Survey Design & Sampling,intermediate,5.0,in_progress,81.8,NSSTA-040,2025-06-22,
527,122,Officer_122,Finance Department,189,Industrial Statistics (IIP & ASI),Industrial & Economic Statistics,intermediate,4.0,completed,100.0,NSSTA-088,2025-09-09,2025-10-13
528,122,Officer_122,Finance Department,138,GIS and Remote Sensing,GIS & Geospatial Analysis,intermediate,5.0,completed,100.0,NSSTA-096,2025-04-27,2025-05-09
529,123,Officer_123,NSO,156,Econometrics and Time Series Analysis,Statistical Methods,advanced,5.0,completed,100.0,NSSTA-028,2025-02-15,2025-03-01
530,123,Officer_123,NSO,147,Advanced Sampling Techniques,Survey Design & Sampling,advanced,5.0,enrolled,42.6,NSSTA-008,2025-09-22,
531,123,Officer_123,NSO,139,Machine Learning using Python (IIT Madras),Python & R for Statistics,advanced,60.0,completed,100.0,NSSTA-091,2025-03-23,2025-06-24
532,123,Officer_123,NSO,167,Labour and Employment Statistics (PLFS),Labour & Employment Statistics,intermediate,4.0,completed,100.0,NSSTA-073,2025-03-11,2025-04-11
